source,archive,block,frame,source_size,aspect_ratio,category,animated,delay,scene_description,constraints,prompt,ledger,source_sha256
png/BIGPIC1/BIGPIC1_block_121_frame_000.png,BIGPIC1.DAX,121,0,304x120,38:15,large_scene,False,,"Reconstruct the wide, oblique overhead fantasy travel map as a physically built, photoreal relief-map landscape while retaining its map readability. The entire frame is continuous green terrain viewed from high above, with no sky and no human figures. A dominant rugged brown-gray mountain chain occupies roughly the left quarter and runs vertically; dark evergreen forest masses cluster across the center and lower half; thin blue rivers and dark winding roads thread between them. Keep the small settlement/fortified-location clusters, circular route nodes, and junctions in their original coordinates. Preserve the pale blue lake or coastal inlet in the upper-right corner and the exact balance of open grassland, woodland, mountains, water, and paths. Natural overcast daylight, restrained greens and earth tones, crisp terrain detail across the full depth.","No eye-level horizon, clouds, labels, lettering, compass rose, decorative border, enlarged landmarks, added towns, armies, people, creatures, or invented monuments. Do not turn it into a flat parchment illustration or satellite image. Keep every route node and major terrain mass fixed; broad depth of field, no miniature tilt-shift blur.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 38:15;
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Reconstruct the wide, oblique overhead fantasy travel map as a physically built, photoreal relief-map landscape while retaining its map readability. The entire frame is continuous green terrain viewed from high above, with no sky and no human figures. A dominant rugged brown-gray mountain chain occupies roughly the left quarter and runs vertically; dark evergreen forest masses cluster across the center and lower half; thin blue rivers and dark winding roads thread between them. Keep the small settlement/fortified-location clusters, circular route nodes, and junctions in their original coordinates. Preserve the pale blue lake or coastal inlet in the upper-right corner and the exact balance of open grassland, woodland, mountains, water, and paths. Natural overcast daylight, restrained greens and earth tones, crisp terrain detail across the full depth.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC NEGATIVE/QUALITY CONSTRAINTS:
No eye-level horizon, clouds, labels, lettering, compass rose, decorative border, enlarged landmarks, added towns, armies, people, creatures, or invented monuments. Do not turn it into a flat parchment illustration or satellite image. Keep every route node and major terrain mass fixed; broad depth of field, no miniature tilt-shift blur.

Output one clean scene image with no frame or caption.",TITLE-BIGPIC-prompts.json,d151f919d1ad7c2bbd9862e1cea4f71d1be424a0a0e66b65f1e118d734662ef0
png/BIGPIC1/BIGPIC1_block_123_frame_000.png,BIGPIC1.DAX,123,0,304x120,38:15,large_scene,False,,"Extreme close frontal portrait of one supernatural skull-faced demon filling the central third of an ultra-wide frame. Its pale bone face is centered, symmetrical and staring directly at camera with two small red glowing eyes, a triangular nasal cavity and a broad row of exposed teeth. Pointed ear or horn silhouettes extend sideways. A huge blue-white magical flame, mane, or crown rises above and behind the skull across most of the upper center. Exactly two large dark clawed hands enter from the far left and far right, curling inward to frame but not cover the face. The lower center burns with restrained red-orange fire and smoke while the outer background remains nearly black and deep blue. Hard motivated cyan light from above and ember light from below shape real bone, leathery claws, smoke and flame.","One face and exactly two framing hands only. Do not add a torso, extra skulls, extra eyes, wings, jewelry, text, or scenery. Preserve the very wide negative space and edge-entering hand silhouettes. Do not reinterpret the blue crown as a solid hat or helmet; retain its ambiguous magical flame/aura character. Keep teeth and hand anatomy coherent, terrifying rather than comic, with controlled saturation and readable blacks.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 38:15;
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Extreme close frontal portrait of one supernatural skull-faced demon filling the central third of an ultra-wide frame. Its pale bone face is centered, symmetrical and staring directly at camera with two small red glowing eyes, a triangular nasal cavity and a broad row of exposed teeth. Pointed ear or horn silhouettes extend sideways. A huge blue-white magical flame, mane, or crown rises above and behind the skull across most of the upper center. Exactly two large dark clawed hands enter from the far left and far right, curling inward to frame but not cover the face. The lower center burns with restrained red-orange fire and smoke while the outer background remains nearly black and deep blue. Hard motivated cyan light from above and ember light from below shape real bone, leathery claws, smoke and flame.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC NEGATIVE/QUALITY CONSTRAINTS:
One face and exactly two framing hands only. Do not add a torso, extra skulls, extra eyes, wings, jewelry, text, or scenery. Preserve the very wide negative space and edge-entering hand silhouettes. Do not reinterpret the blue crown as a solid hat or helmet; retain its ambiguous magical flame/aura character. Keep teeth and hand anatomy coherent, terrifying rather than comic, with controlled saturation and readable blacks.

Output one clean scene image with no frame or caption.",TITLE-BIGPIC-prompts.json,4b9da34180bf52f16852a9185a3897de659a5fef7cca639207d0143545d3747a
png/BIGPIC2/BIGPIC2_block_120_frame_000.png,BIGPIC2.DAX,120,0,304x120,38:15,large_scene,False,,"Three disembodied villain heads float against a pure black sparse star field in a wide, shallow triangular cluster. Left head occupies approximately x18–46%, y19–89%: an angular gaunt human-like face in three-quarter view facing right, beneath a large sweeping pale-blue/deep-blue hood or headdress that arcs inward. Center head occupies approximately x39–62%, y31–93%: a medium-sized frontal woman positioned lower than both side heads, with a symmetrical face and an ornate circular red-violet headdress or hair mass dotted with small warm gold accents; tiny finger-like shapes may frame the lower chin exactly as in the source. Right head occupies approximately x58–86%, y18–90%: the widest and largest-by-mass creature or villain head, in three-quarter view facing left, with a prominent grin/jaw and a swept-back crest. A continuous restrained red-orange-violet magical arc spans approximately x26–78%, y5–31% above and behind the three heads. Preserve narrow black separation gaps between the faces, large empty black margins at both sides, and sparse tiny white stars. No bodies or ground plane.","Exactly three heads, no fourth face. Keep the center woman lower and medium-sized; the right inward-facing head must remain the largest by mass, and the left inward-facing hood must preserve its long pale-blue arc. Do not pack the heads together or replace the black gaps with hair, robes, fog or nebula. No full bodies, shoulders, extra eyes, floating hands beyond the tiny source-implied shapes under the center chin, weapons, planets, architecture, elaborate clouds, text or border. Preserve the exact wide 38:15 crop, side margins, red halo extent and source bounding boxes. Avoid glamour styling, oversized horns, generic demons, merged anatomy or a dominant enlarged central portrait.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 38:15;
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Three disembodied villain heads float against a pure black sparse star field in a wide, shallow triangular cluster. Left head occupies approximately x18–46%, y19–89%: an angular gaunt human-like face in three-quarter view facing right, beneath a large sweeping pale-blue/deep-blue hood or headdress that arcs inward. Center head occupies approximately x39–62%, y31–93%: a medium-sized frontal woman positioned lower than both side heads, with a symmetrical face and an ornate circular red-violet headdress or hair mass dotted with small warm gold accents; tiny finger-like shapes may frame the lower chin exactly as in the source. Right head occupies approximately x58–86%, y18–90%: the widest and largest-by-mass creature or villain head, in three-quarter view facing left, with a prominent grin/jaw and a swept-back crest. A continuous restrained red-orange-violet magical arc spans approximately x26–78%, y5–31% above and behind the three heads. Preserve narrow black separation gaps between the faces, large empty black margins at both sides, and sparse tiny white stars. No bodies or ground plane.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC NEGATIVE/QUALITY CONSTRAINTS:
Exactly three heads, no fourth face. Keep the center woman lower and medium-sized; the right inward-facing head must remain the largest by mass, and the left inward-facing hood must preserve its long pale-blue arc. Do not pack the heads together or replace the black gaps with hair, robes, fog or nebula. No full bodies, shoulders, extra eyes, floating hands beyond the tiny source-implied shapes under the center chin, weapons, planets, architecture, elaborate clouds, text or border. Preserve the exact wide 38:15 crop, side margins, red halo extent and source bounding boxes. Avoid glamour styling, oversized horns, generic demons, merged anatomy or a dominant enlarged central portrait.

Output one clean scene image with no frame or caption.",TITLE-BIGPIC-prompts.json,9ac9181ff7deb7c43a1c5951305cbc53630a382a94586d1ec0710d8e39c94436
png/BIGPIC6/BIGPIC6_block_122_frame_000.png,BIGPIC6.DAX,122,0,304x120,38:15,large_scene,False,,"Ultra-wide night exterior seen from a low, level viewpoint across rough blue-black ground. The foreground is a shallow band of uneven earth, low scrub and scattered rocks. In the middle distance, a small steep-roofed rural hut stands in the left third, while a lower modest building sits near center, both tiny against the landscape. Sparse tree silhouettes frame the far left and right edges. A large blocky dark stone structure or wall dominates the rightmost quarter, rising from the ground and cropping out at the top/right edge. The background is a flat distant horizon beneath a broad deep-indigo starry sky occupying about half the image. Cold moonless starlight gives faint blue edge highlights; no people or creatures are visible.","No moon, sunrise, torches, windows blazing with light, travelers, animals, castle skyline, mountains, modern fencing, or added village buildings. Keep the right-hand mass large and nearly black, the huts small and low, and the horizon flat. Preserve the quiet empty negative sky and deep focus; do not use fog or shallow depth of field to hide the structures.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 38:15;
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Ultra-wide night exterior seen from a low, level viewpoint across rough blue-black ground. The foreground is a shallow band of uneven earth, low scrub and scattered rocks. In the middle distance, a small steep-roofed rural hut stands in the left third, while a lower modest building sits near center, both tiny against the landscape. Sparse tree silhouettes frame the far left and right edges. A large blocky dark stone structure or wall dominates the rightmost quarter, rising from the ground and cropping out at the top/right edge. The background is a flat distant horizon beneath a broad deep-indigo starry sky occupying about half the image. Cold moonless starlight gives faint blue edge highlights; no people or creatures are visible.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC NEGATIVE/QUALITY CONSTRAINTS:
No moon, sunrise, torches, windows blazing with light, travelers, animals, castle skyline, mountains, modern fencing, or added village buildings. Keep the right-hand mass large and nearly black, the huts small and low, and the horizon flat. Preserve the quiet empty negative sky and deep focus; do not use fog or shallow depth of field to hide the structures.

Output one clean scene image with no frame or caption.",TITLE-BIGPIC-prompts.json,9303f006961a76a0a32094075cf11d553ca3c92280fc3fe52868d58e3e8a894b
png/BODY2/BODY2_block_000_frame_000.png,BODY2.DAX,0,0,88x48,11:6,character_body,False,,"Chest-only frontal crop of the heroic young armored man matched to HEAD2 block 000. The separate head and neck are absent, leaving a small pure-black top-center cutout continuous with the background. A bright white plate cuirass fills the center; simple rounded silver pauldrons, brown upper arms and the lower torso are clipped by the panel edges. Narrow magenta shoulder/neckline cloth surrounds a tiny turquoise clasp. One slim brown baldric runs from upper screen-left to lower screen-right; one separate low waist belt enters from lower screen-left and crosses it near lower center-right. Exactly two small square gold fixtures remain at the source positions. One compact purple rearing heraldic animal remains on the upper screen-right breastplate.","Source-locked invariants: input image 1 controls every silhouette, overlap, bounding box, edge crop and black negative-space shape. Show no skin or anatomical neck. Preserve exactly one diagonal baldric plus one separate low almost-horizontal waist belt, exactly two small gold square fixtures, the tiny turquoise clasp, narrow magenta accents and the compact purple rearing animal at source scale. Do not broaden the torso, arms, pauldrons, cloth or top-center cutout; do not enlarge the buckles, clasp or emblem; do not add rivets, rims, decorative edging, extra straps or extra plate segments. All empty areas remain featureless pure black. Keep youthful athletic proportions and neutral frontal lighting compatible with HEAD2_block_000_frame_000.png.","Transform input image 1 into grounded photoreal live-action Forgotten Realms fantasy. Preserve every object, silhouette, overlap, crop, position, orientation, color role, empty area, and exact 11:6 aspect ratio. Input image 2 defines human realism, anatomy, practical costume materials and lighting only; do not transfer its identity, pose, clothing design or composition. Change only input image 1's rendering style and material detail.

Exactly one chest-only armored torso; no head, neck or skin. Keep the small pure-black top-center cutout continuous with the outer background. Preserve the white central cuirass, simple rounded silver pauldrons, clipped brown upper arms, narrow magenta accents and tiny turquoise clasp.

Preserve exactly one slim brown baldric from upper screen-left to lower screen-right and one separate low, almost-horizontal waist belt entering from lower screen-left. Keep exactly two small square gold fixtures at the source-relative positions. Keep one compact purple rearing heraldic animal at the source-relative size and upper screen-right chest position.

Do not broaden the torso or change any edge crop. Do not enlarge the pauldrons, arms, belts, fixtures, clasp, magenta cloth or emblem. Do not add text or borders. Do not add a physical neck opening, skin, rivets, leather rims, decorative edging, extra straps, extra armor segments, scenery, gray falloff or halo.

Use practical late-medieval white plate, worn silver metal, brown leather and woven magenta cloth with restrained neutral frontal lighting. Highest-risk locks: exact source silhouette; pure-black cutout; one diagonal baldric plus one low belt; two small gold fixtures; small purple emblem.",PORTRAITS-prompts.json,75caa84f3943932ef98b2c8807d2aa9e2d3e1f368d152cdb7764ddb02a1884d3
png/BODY2/BODY2_block_001_frame_000.png,BODY2.DAX,1,0,88x48,11:6,character_body,False,,"Chest-and-hands crop of a crimson-robed armored figure, head excluded. Both forearms are raised diagonally; the screen-left hand grips or crosses near a dark sword/strap at the chest, while the screen-right arm bends upward. Dark segmented metal bracers, gray central chest plate and purple shoulder cloth; black background.","Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_001_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 11:6 (88×48);
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Chest-and-hands crop of a crimson-robed armored figure, head excluded. Both forearms are raised diagonally; the screen-left hand grips or crosses near a dark sword/strap at the chest, while the screen-right arm bends upward. Dark segmented metal bracers, gray central chest plate and purple shoulder cloth; black background.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC CONSTRAINTS:
Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_001_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.

Output one clean scene image with no frame or caption.",PORTRAITS-prompts.json,21134a6c61529acba5b664f29eba3210ebdb47d963453fe14b6e6c44b282dc8d
png/BODY2/BODY2_block_002_frame_000.png,BODY2.DAX,2,0,88x48,11:6,character_body,False,,"Waist-up frontal crop of a young adventurer, lower face only at top edge: turquoise rolled-sleeve shirt under a black vest. The left forearm crosses the torso and grips a short white dagger angled up toward the top-right; the other hand is partly visible at lower right. Black background.","Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_002_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 11:6 (88×48);
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Waist-up frontal crop of a young adventurer, lower face only at top edge: turquoise rolled-sleeve shirt under a black vest. The left forearm crosses the torso and grips a short white dagger angled up toward the top-right; the other hand is partly visible at lower right. Black background.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC CONSTRAINTS:
Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_002_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.

Output one clean scene image with no frame or caption.",PORTRAITS-prompts.json,4d63d527ec5db11f6edc1b7bd436d0a2130cfe5eb3638ae10707865cb0bdc985
png/BODY2/BODY2_block_003_frame_000.png,BODY2.DAX,3,0,88x48,11:6,character_body,False,,"Waist-up frontal crop of a young woman, head cut above the mouth: pale turquoise puffed sleeves, fitted brown buttoned bodice, thin gold necklace, cobalt belt, and a small bright-green drawstring pouch centered at the waist held between lowered hands. Black background.","Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_003_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 11:6 (88×48);
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Waist-up frontal crop of a young woman, head cut above the mouth: pale turquoise puffed sleeves, fitted brown buttoned bodice, thin gold necklace, cobalt belt, and a small bright-green drawstring pouch centered at the waist held between lowered hands. Black background.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC CONSTRAINTS:
Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_003_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.

Output one clean scene image with no frame or caption.",PORTRAITS-prompts.json,aaf8324e2740546b7420cfa8e4748323b1e82b621c5de1f644f61aff9ca4cda9
png/BODY2/BODY2_block_004_frame_000.png,BODY2.DAX,4,0,88x48,11:6,character_body,False,,"Broad chest-only frontal crop of a muscular man, head excluded: vivid green tunic with short sleeves, wide brown fur or leather shoulder mantle fastened at center by an oval bronze clasp, dark diagonal strap crossing the torso. Arms cut by side edges; black background.","Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_004_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 11:6 (88×48);
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Broad chest-only frontal crop of a muscular man, head excluded: vivid green tunic with short sleeves, wide brown fur or leather shoulder mantle fastened at center by an oval bronze clasp, dark diagonal strap crossing the torso. Arms cut by side edges; black background.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC CONSTRAINTS:
Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_004_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.

Output one clean scene image with no frame or caption.",PORTRAITS-prompts.json,d4947e8c26d5f363c20461f025864ef08fe323dfb89892294b63131d3ccaa429
png/BODY2/BODY2_block_005_frame_000.png,BODY2.DAX,5,0,88x48,11:6,character_body,False,,"Chest and right-arm crop of an ornate purple-clad figure, head excluded: vivid violet tunic/robe, pale lavender chest panel, gold collar with large oval blue gem, striped dark-purple drapery at lower right. A lavender-sleeved arm extends to screen right; small white highlights on the left shoulder; black background.","Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_005_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.","Create a high-resolution photorealistic live-action fantasy reconstruction of the attached original Curse of the Azure Bonds image.

COMPOSITION LOCK — preserve exactly:
- source aspect ratio: 11:6 (88×48);
- original camera angle, crop and horizon;
- major subject bounding boxes and their relative proportions;
- foreground/middle-ground/background allocation;
- count, placement, facing direction and scale of important people, creatures and objects;
- architecture, pathways, openings and major environmental shapes;
- negative space and panel readability.

SCENE CONTENT:
Chest and right-arm crop of an ornate purple-clad figure, head excluded: vivid violet tunic/robe, pale lavender chest panel, gold collar with large oval blue gem, striped dark-purple drapery at lower right. A lavender-sleeved arm extends to screen right; small white highlights on the left shoulder; black background.

COHESIVE GAME ART DIRECTION:
Grounded prestige live-action Forgotten Realms fantasy; realistic late-medieval materials and construction; natural skin, cloth, leather, wood, stone and metal; practical costumes and armor; physically coherent natural or motivated magical lighting; restrained cinematic color grading; subtle atmospheric depth; rich fine detail; serious dramatic tone. Match or exceed the realism and production quality of PIC1_block_080_village.png.

Do not add text, borders, logos, interface elements, modern objects, extra characters, extra limbs or unrelated fantasy decoration. Do not make it cartoon, anime, painterly, plastic, glossy, oversaturated, generic concept art or an obvious 3D render. Do not redesign the composition. The result must be immediately recognizable as the same scene at photographic realism.

IMAGE-SPECIFIC CONSTRAINTS:
Preserve the unusually wide body-portrait panel and pure featureless black background. Do not invent or reveal the missing head; retain the exact torso scale, arm/hand placement, costume geometry and edge crops. This is a matched portrait component: keep face, hair/headwear, costume palette, materials, apparent age/build and lighting coherent with HEAD2_block_005_frame_000.png. Treat pixel colors as restrained material/color cues, not neon glow. Keep all empty areas solid black; no scenery, vignette, halo, smoke, props or added decoration beyond what is explicitly present.

Output one clean scene image with no frame or caption.",PORTRAITS-prompts.json,c1550dc0e876ea43701ba111ac74b9815c372122046cfd460cccc9433d025279
